run,Ne_1,Ne_2,reassortment_1,reassortment_2,migration_1, migration_2 
1,3.189713273490,7.964713185951,0.060397247780,0.050671502248,0.115646918878,0.132553313869
2,2.203517123080,4.421866593254,0.043718830452,0.328546745350,0.265889791010,0.085765087734
3,1.125003044754,10.284525592628,0.076590835834,0.154661886443,0.151387554864,0.162235933370
4,4.094398050292,3.610578053876,0.066113896416,0.240350246287,0.136796693651,0.184521108516
5,10.281284139332,6.436574430604,0.114676142748,0.069615406628,0.174765069953,0.847514373152
6,2.013015729723,7.827731814337,0.110757359463,0.094751672217,0.118285914008,0.098973218319
7,4.108266576120,4.018465887891,0.050130174026,0.057935357330,0.216974316766,0.202061971266
8,3.277082949154,2.613312281846,0.102859546475,0.047189769014,0.159523964303,0.115013627986
9,3.122864498738,14.834284612795,0.106827177604,0.194848784089,0.084491635327,0.237260901667
10,4.869920904169,7.455157474220,0.066252033206,0.056672299640,0.160900436780,0.199993241358
11,2.473562784227,4.086842198346,0.131884064431,0.134504297849,0.222180467326,0.225718434898
12,2.166483269534,5.714772568061,0.077157874321,0.200207402485,0.310431938729,0.239534179600
13,3.731690987891,4.757876292685,0.447595703452,0.068178490197,0.145824470897,0.154583900709
14,8.332345948875,5.364168015504,0.041729631619,0.075893450323,0.091993868261,0.482831271302
15,12.100571038129,8.177591781513,0.095616098493,0.072470394087,0.113908506306,0.152991696414
16,5.231629405356,7.598833918091,0.074966533733,0.101661889311,0.113587936484,0.070044038988
17,6.565825138389,2.718012378913,0.099180127626,0.127201676187,0.256359075064,0.139351742703
18,3.351048553484,4.384186769210,0.122976133772,0.125695671016,0.123458775413,0.087951165661
19,2.561061522921,6.851674251789,0.042963931541,0.046079639627,0.244981122449,0.186073946901
20,5.372280820811,5.280941191414,0.186625857401,0.073527392319,0.224963022607,0.083608020289
21,2.816097222701,3.022026744511,0.086403298772,0.116215971849,0.101649796236,0.157244362163
22,3.648998532536,1.985864344117,0.067012480969,0.065743823316,0.128453229021,0.176953599609
23,4.042400473815,4.370121545178,0.094427526530,0.175523112388,0.042585697391,0.171000152299
24,1.979686825416,3.503090218963,0.044838457307,0.297184778574,0.100694239261,0.093949908766
25,1.557979279027,3.392154481457,0.077625522377,0.058300507179,0.144281174098,0.123584449484
26,4.481878461944,3.639153135001,0.101315971047,0.145775304173,0.148661433447,0.264625457031
27,6.388019219054,5.429662530992,0.105213410784,0.041230810488,0.131757248185,0.512242654517
